Name,Designer,URL,Gender,Accords,Description,Pros and cons,Top Notes,Middle Notes,Base Notes,Longevity,Sillage
Cuide-se Bem Deleite Delight,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Cuide-se-Bem-Deleite-Delight-54326.html,women and men,sweet (100%); vanilla (83.3802%); powdery (64.2524%); caramel (61.3504%); lactonic (44.566%),"Cuide-se Bem Deleite Delight by O Boticário is a Oriental Vanilla fragrance for women and men. Cuide-se Bem Deleite Delight was launched in 2019. Top note is Star Anise; middle notes are Whipped Cream, Marshmallow, Caramel, Vanilla, Orchid and Freesia; base notes are Vanilla, Benzoin, Musk, Sandalwood, Ambrette (Musk Mallow) and Cedar.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,['Star Anise'],"['Whipped Cream', 'Marshmallow', 'Caramel', 'Vanilla', 'Orchid', 'Freesia']","['Vanilla', 'Benzoin', 'Musk', 'Sandalwood', 'Ambrette (Musk Mallow)', 'Cedar']",,
Zaad Expedition,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Zaad-Expedition-76828.html,men,woody (100%); aromatic (91.9648%); citrus (70.3626%); fresh spicy (64.6079%); green (51.4865%); aquatic (48.3686%); herbal (48.021%); earthy (46.2129%); metallic (44.7874%),"Zaad Expedition by O Boticário is a Woody Aromatic fragrance for men. This is a new fragrance. Zaad Expedition was launched in 2022. Top notes are Gin, Water Notes, Green Notes, Bergamot, Orange, Grapefruit, Mandarin Orange, Apple and Thyme; middle notes are Sage, Black Pepper, Rosemary, Oak, Nutmeg, Violet and Rose; base notes are Vetiver, Metallic notes, Woodsy Notes, Cedar, Sandalwood, Musk, Patchouli, Leather and Amber.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Gin', 'Water Notes', 'Green Notes', 'Bergamot', 'Orange', 'Grapefruit', 'Mandarin Orange', 'Apple', 'Thyme']","['Sage', 'Black Pepper', 'Rosemary', 'Oak', 'Nutmeg', 'Violet', 'Rose']","['Vetiver', 'Metallic notes', 'Woodsy Notes', 'Cedar', 'Sandalwood', 'Musk', 'Patchouli', 'Leather', 'Amber']",,
Glamour Secrets Black,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Glamour-Secrets-Black-8317.html,women,sweet (100%); fruity (77.7112%); vanilla (58.4747%); white floral (49.7629%); powdery (49.0317%); amber (45.2254%),"Glamour Secrets Black by O Boticário is a Floral Fruity Gourmand fragrance for women. Glamour Secrets Black was launched in 2010. The nose behind this fragrance is Marie Salamagne. Top notes are Peony, Lily, Orange and Lily-of-the-Valley; middle notes are Raspberry, Plum, Tiare Flower and Wheat; base notes are Praline, Vanille, Amber, Musk and Sandalwood.To celebrate the International Women's Day (8 March) O Boticario launches two new fragrances as a part of the 'Secrets Collection', which joins two great passions of great number of women - perfumes and makeup. It represents the Brazilian definition of femininity – sophisticated and ultra modern. These two fragrances are created for a contemporary and seductive woman. Even the curves of the bottle reminiscent of womanly silhouette.Top notes: lily-of-the-valley, peony and lily. Heart: tiare flower, raspberry, plum and cereal note. Base: sandalwood, praline, vanilla, amber and musk.Fragrance developed by perfumer Marie Salamagne.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Intriguing and sexy scent', 'Great for wearing at night', 'Creamy and dessert-like opening', 'Thick and powdery dry down', 'No overpowering floral notes', 'Sweet with a bitter cherry undertone', 'Makes one feel delicious and sophisticated', ""Similar to Chopard's Happy Spirit Magical Nights"", 'May not appeal to those who prefer fresh or sour fragrances', 'Can be suffocating on the skin', 'Sweet and cloying for some', 'Not unisex, leans more towards feminine preference', 'Scent can be too heavy for some occasions or seasons', 'Not everyone may enjoy the sweetness', 'Some may find it too similar to other fragrances in the same genre', 'May require testing on skin before purchasing']","['Peony', 'Lily', 'Orange', 'Lily-of-the-Valley']","['Raspberry', 'Plum', 'Tiare Flower', 'Wheat']","['Praline', 'Vanille', 'Amber', 'Musk', 'Sandalwood']",very weak: 61; weak: 142; moderate: 383; long lasting: 89; eternal: 22,intimate: 166; moderate: 392; strong: 131; enormous: 33
Coffee Woman Seduction,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Coffee-Woman-Seduction-12799.html,women,sweet (100%); fruity (72.5487%); coffee (55.2125%); tropical (45.5612%); chocolate (45.3292%); warm spicy (45.1274%),"Coffee Woman Seduction by O Boticário is a Floral Fruity Gourmand fragrance for women. Coffee Woman Seduction was launched in 2011. Top notes are Litchi, Kiwi and Quince; middle notes are White Chocolate, Cupcake, Plum and Jasmine; base notes are Coffee, Woodsy Notes, Musk and Orris Root.For Valentine's Day 2011, O Boticario launched two limited edition fragrances Coffee Seduction. Coffee Woman Seduction contains an exclusive extract of the Arabic coffee.Top notes: lychee, quince and kiwi. Heart: creamy cupcake accord, jasmine, white chocolate and plum. Base: coffee, orris root, musk and woody notes.It is available in bottles of 100 ml.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Delicious coffee, chocolate, vanilla, and fruity scent', 'Slight touch of jasmine, soft musk, and wood', 'Enjoyable and moorish scent', 'Gets lots of compliments', 'Sexy in a playful way', 'Affordable perfume', 'Feminine and suitable for any age', 'Lovely bottle design', 'May vary depending on skin type', 'Projection and longevity may be weak on some', 'Similar scent to Fantasy but sweeter', ""Similar scent to Fantasy may not appeal to those who don't like it"", 'May cause headache or discomfort for some due to sweetness', 'Limited edition availability']","['Litchi', 'Kiwi', 'Quince']","['White Chocolate', 'Cupcake', 'Plum', 'Jasmine']","['Coffee', 'Woodsy Notes', 'Musk', 'Orris Root']",very weak: 30; weak: 88; moderate: 299; long lasting: 189; eternal: 30,intimate: 97; moderate: 312; strong: 208; enormous: 44
Floratta in Rose,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Floratta-in-Rose-7316.html,women,rose (100%); fruity (79.58%); musky (69.0697%); sweet (66.7548%); white floral (61.1906%); floral (53.6206%); soft spicy (52.8895%); powdery (52.1259%); woody (47.8371%); citrus (46.4385%),"Floratta in Rose by O Boticário is a Floral Fruity fragrance for women. The nose behind this fragrance is Verônica Casanova. Top notes are Pink Pepper, Fruity Notes, Peach, Mandarin Orange, Apricot and Cassis; middle notes are Tincture of Rose, Gardenia, Ylang-Ylang and Lily-of-the-Valley; base notes are Musk and Woodsy Notes.Floratta in Rose – Daintiness is rose.The fragrance opens with mandarin, cassis, peach, fresh fruit complex and pink pepper. Middle notes are: living hydroponic blue rose, fresh rose, natural otto rose, muguet, ylang-ylang and gardenia. The base consists of musk complex and wood scent notes.it is available as 100 ml EDT.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Soft and gentle rose scent', 'Feminine and elegant', 'Perfect for office', 'Affordable', 'Lasting', 'Suitable for introverts', 'Good for sensitive souls', 'Fresh and breezy', 'Not preferred by everyone', 'Not a personal choice', 'May induce headaches', 'Bothersome pink pepper and musky notes', 'Reminds of old roses and elderly people smell']","['Pink Pepper', 'Fruity Notes', 'Peach', 'Mandarin Orange', 'Apricot', 'Cassis']","['Tincture of Rose', 'Gardenia', 'Ylang-Ylang', 'Lily-of-the-Valley']","['Musk', 'Woodsy Notes']",very weak: 50; weak: 141; moderate: 326; long lasting: 57; eternal: 17,intimate: 185; moderate: 332; strong: 65; enormous: 28
Botica 214 Verano en Firenze,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Botica-214-Verano-en-Firenze-74051.html,women,fruity (100%); sweet (82.9781%); white floral (57.1585%); woody (51.6121%); vanilla (44.153%),"Botica 214 Verano en Firenze by O Boticário is a Floral Fruity fragrance for women. This is a new fragrance. Botica 214 Verano en Firenze was launched in 2022. The nose behind this fragrance is Quentin Bisch. Top notes are Wild Strawberry and Strawberry; middle notes are Jasmine and Lily-of-the-Valley; base notes are Vanilla, Musk and Woodsy Notes.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Wild Strawberry', 'Strawberry']","['Jasmine', 'Lily-of-the-Valley']","['Vanilla', 'Musk', 'Woodsy Notes']",,
Insensatez,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Insensatez-7319.html,women and men,citrus (100%); sweet (72.4771%); fruity (66.8878%); fresh (65.2827%); white floral (64.1037%); green (63.9611%); tropical (61.8073%); powdery (58.0473%); musky (55.6083%); woody (55.2524%),"Insensatez by O Boticário is a Floral Fruity fragrance for women and men. Insensatez was launched in 1995. The nose behind this fragrance is Louis Truc. Top notes are Bergamot, Pineapple, Tangerine and Papaya; middle notes are Tea, Jasmine, Violet, Lily-of-the-Valley and Tincture of Rose; base notes are Musk, Woodsy Notes and Oakmoss.Insensatez symbolizes an active, leading personality with a self-defined lifestyle. People directed toward self-improvement, practical and with a fascination for the new. Insensatez is boldness.Top notes are: bergamot, tangerine, papaya and pineapple. The heart consists of rose, violet, jasmine, lily of the valley and natural green tea. Musk, oak moss, and a rich wood scent complex form the base.It is available as 100 ml EDT.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Similar to CK One', 'Suitable for young people', 'Unisex fragrance', 'Great for casual occasions', 'Available at discounted prices', 'Tea note adds uniqueness', 'Nostalgic scent of the 90s', 'Good cost benefit', ""May be too weak for some people's taste"", ""Too similar to CK One for some people's liking"", 'Not everyone likes tea notes in fragrances', 'May not be long-lasting', 'Not suitable for formal events', ""Packaging may not be to everyone's liking"", 'May become monotonous after a while', 'May not work well with all skin types']","['Bergamot', 'Pineapple', 'Tangerine', 'Papaya']","['Tea', 'Jasmine', 'Violet', 'Lily-of-the-Valley', 'Tincture of Rose']","['Musk', 'Woodsy Notes', 'Oakmoss']",very weak: 100; weak: 182; moderate: 263; long lasting: 40; eternal: 5,intimate: 299; moderate: 258; strong: 44; enormous: 18
Lily Eau de Parfum,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Lily-Eau-de-Parfum-64415.html,women,white floral (100%); fruity (70.818%); powdery (70.5303%); floral (52.4547%); soft spicy (51.6514%); sweet (50.3332%); woody (50%); animalic (47.1061%); lactonic (46.9395%); violet (46.2121%),"Lily Eau de Parfum by O Boticário is a Floral fragrance for women. Lily Eau de Parfum was launched in 2017. Lily Eau de Parfum was created by Verônica Casanova and Yves Cassar. Top notes are Peach, Apricot, Pear, Pink Pepper and Mandarin Orange; middle notes are Lily, Jasmine, Gardenia, Osmanthus, Violet, Iris, Narcissus and Rose; base notes are Vanilla, Musk, Amber, Sandalwood, Patchouli, Moss and Vetiver.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Long-lasting fragrance', 'Feminine and elegant scent', 'Great for special occasions', 'Gets compliments from others', 'High-quality ingredients used', 'Suitable for colder seasons', 'Good strength and concentration', 'Unisex fragrance', 'Expensive price point', 'Not very unique scent', ""Too strong for some people's taste"", ""May not appeal to everyone's preferences"", 'Scent is old fashioned', 'Not suitable for warmer seasons', 'Packaging is not very impressive', 'May not be suitable for everyday use']","['Peach', 'Apricot', 'Pear', 'Pink Pepper', 'Mandarin Orange']","['Lily', 'Jasmine', 'Gardenia', 'Osmanthus', 'Violet', 'Iris', 'Narcissus', 'Rose']","['Vanilla', 'Musk', 'Amber', 'Sandalwood', 'Patchouli', 'Moss', 'Vetiver']",very weak: 12; weak: 38; moderate: 215; long lasting: 131; eternal: 18,intimate: 45; moderate: 236; strong: 106; enormous: 23
Malbec Noir,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Malbec-Noir-33432.html,men,woody (100%); aromatic (97.2501%); citrus (95.8304%); wine (89.5919%); fruity (89.5273%); amber (78.1679%); fresh spicy (75.5433%); aquatic (68.6807%); musky (67.7339%); sweet (66.1958%),"Malbec Noir by O Boticário is a Woody Spicy fragrance for men. Malbec Noir was launched in 2015. Malbec Noir was created by Napoleão Bastos and Dominique Ropion. Top notes are Water Notes, Pink Pepper, Apple, Bergamot, Pineapple, Orange, Mandarin Orange, Grapefruit and Sicilian Lemon; middle notes are Pinot Noir grapes, Red Wine, Lavender, Pepper, Coriander and Neroli; base notes are Tonka Bean, Sandalwood, Amber, Gin, Cashmeran, Patchouli, Vetiver, Musk and Labdanum.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Good projection and longevity', 'Fruity notes on the top with a darker, woodier and warmer drydown', 'Has a sexy and cozy vibe perfect for cold weather or cooler nights', ""Won't offend anyone"", 'Versatile scent that can work for different occasions', 'Unique scent profile with citrus, fruity and musky notes', 'Shares similarities with Issey Miyake Nuit Dissey Parfum', 'Reminiscent of a night out in Rio de Janeiro or a tourist hotel near the Amazon jungle', 'May be cloying in warmer weather or excessive application', ""Not dark enough to be considered 'Noir'"", 'May not live up to expectations from the original Malbec release', 'Not as bubblegummy as Issey Miyake Nuit Dissey Parfum according to some reviewers', 'Drydown may be too sweet for some preferences', 'Some may consider it too expensive compared to similar fragrances', ""May not be suitable for those who don't like heavy fragrances"", 'Some find it disturbing or unpleasant']","['Water Notes', 'Pink Pepper', 'Apple', 'Bergamot', 'Pineapple', 'Orange', 'Mandarin Orange', 'Grapefruit', 'Sicilian Lemon']","['Pinot Noir grapes', 'Red Wine', 'Lavender', 'Pepper', 'Coriander', 'Neroli']","['Tonka Bean', 'Sandalwood', 'Amber', 'Gin', 'Cashmeran', 'Patchouli', 'Vetiver', 'Musk', 'Labdanum']",very weak: 6; weak: 11; moderate: 110; long lasting: 344; eternal: 90,intimate: 21; moderate: 182; strong: 319; enormous: 66
The Blend Cardamom,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/The-Blend-Cardamom-70869.html,men,warm spicy (100%); fresh spicy (68.6215%); woody (62.6243%); aromatic (52.1565%),"The Blend Cardamom by O Boticário is a Woody Spicy fragrance for men. The Blend Cardamom was launched in 2021. The nose behind this fragrance is Nathalie Lorson. Top notes are Cardamom, Black Pepper, Ginger and Bergamot; middle notes are Allspice, Violet Leaf, Sage, Curry, Bengal Pepper and Labdanum; base notes are Cedar, Patchouli, Amberwood and Moss.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Cardamom', 'Black Pepper', 'Ginger', 'Bergamot']","['Allspice', 'Violet Leaf', 'Sage', 'Curry', 'Bengal Pepper', 'Labdanum']","['Cedar', 'Patchouli', 'Amberwood', 'Moss']",,
Floratta Fleur d' Éclipse,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Floratta-Fleur-d-Eclipse-77256.html,women,floral (100%); fruity (91.0002%); rose (82.7295%); sweet (77.3714%); musky (77.2775%); woody (71.7792%); soft spicy (70.3223%); citrus (58.4562%); patchouli (56.7874%); earthy (55.3781%),"Floratta Fleur d' Éclipse by O Boticário is a Floral Woody Musk fragrance for women. This is a new fragrance. Floratta Fleur d' Éclipse was launched in 2022. Floratta Fleur d' Éclipse was created by Carlos Benaïm and Natasha Côté. Top notes are Pink Pepper, Litchi, Pear, Custard and Bergamot; middle notes are Turkish Rose, Magnolia, Osmanthus and Ylang-Ylang; base notes are Musk, Patchouli, Vetiver and Amber.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Pink Pepper', 'Litchi', 'Pear', 'Custard', 'Bergamot']","['Turkish Rose', 'Magnolia', 'Osmanthus', 'Ylang-Ylang']","['Musk', 'Patchouli', 'Vetiver', 'Amber']",,
Egeo Spicy Vibe,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Egeo-Spicy-Vibe-61037.html,women and men,fresh spicy (100%); warm spicy (90.5588%); aromatic (86.1081%); woody (80.937%); vanilla (73.0632%); citrus (68.9188%); powdery (68.2701%); musky (50.775%); soft spicy (47.4053%),"Egeo Spicy Vibe by O Boticário is a Aromatic Fougere fragrance for women and men. Egeo Spicy Vibe was launched in 2020. Egeo Spicy Vibe was created by Maurice Roucel and Isaac Sinclair. Top notes are Black Pepper, Grapefruit, Lemon and Bergamot; middle notes are Cardamom, Coriander, Sage and Geranium; base notes are Vanilla, Cedar, Sandalowood, Cashmeran, Patchouli and Musk.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Black Pepper', 'Grapefruit', 'Lemon', 'Bergamot']","['Cardamom', 'Coriander', 'Sage', 'Geranium']","['Vanilla', 'Cedar', 'Sandalowood', 'Cashmeran', 'Patchouli', 'Musk']",,
Malbec Ultra Bleu,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Malbec-Ultra-Bleu-75487.html,men,fresh (100%); aromatic (90.8248%); marine (86.0002%); woody (84.3784%); lavender (76.2712%); herbal (64.5848%); citrus (60.4518%); fresh spicy (59.1072%); musky (57.7626%); powdery (55.4492%),"Malbec Ultra Bleu by O Boticário is a Woody Aromatic fragrance for men. This is a new fragrance. Malbec Ultra Bleu was launched in 2022. Top notes are Aquozone and Bergamot; middle notes are Lavender, Sage, Red Wine, Patchouli and Hivernal®; base notes are Musk, Sandalwood, Oak and Amber.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Aquozone', 'Bergamot']","['Lavender', 'Sage', 'Red Wine', 'Patchouli', 'Hivernal®']","['Musk', 'Sandalwood', 'Oak', 'Amber']",,
Botica 214 Dark Mint,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Botica-214-Dark-Mint-62089.html,men,aromatic (100%); green (95.1402%); fresh spicy (83.2439%); woody (77.477%); lavender (68.4459%); amber (59.197%); citrus (58.6529%); sweet (54.4817%); aquatic (51.1453%); powdery (48.9509%),"Botica 214 Dark Mint by O Boticário is a Aromatic Fougere fragrance for men. Botica 214 Dark Mint was launched in 2020. The nose behind this fragrance is Caroline Sabas. Top notes are Mint, Bergamot and Pear; middle notes are Lavender, Atlas Cedar, Violet Leaves and Ylang-Ylang; base notes are Amber, Tonka Bean and Cashmeran.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Mint', 'Bergamot', 'Pear']","['Lavender', 'Atlas Cedar', 'Violet Leaves', 'Ylang-Ylang']","['Amber', 'Tonka Bean', 'Cashmeran']",,
Liz,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Liz-62270.html,women,vanilla (100%); woody (89.1916%); citrus (84.3825%); powdery (72.505%); sweet (70.0764%); warm spicy (69.0322%); earthy (66.2389%); iris (60.3608%); aromatic (59.1705%); lactonic (54.3127%),"Liz by O Boticário is a Floral Woody Musk fragrance for women. Liz was launched in 2020. The nose behind this fragrance is Emilie Bevierre-Coppermann. Top notes are Orange, Saffron and Bergamot; middle notes are Iris, Orange Blossom and Bulgarian Rose; base notes are Vanilla, Milk Mousse, Vetiver, Sandalwood, Patchouli and Tonka Bean.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Delicate and girly fragrance', 'Subtle woodiness', 'Floral undertones', 'Love at first spray', 'Suitable for various occasions', 'Similar to Burberry Her and Go Fruity by Zara', 'Pleasant aroma', 'Sweet vanilla and milk mousse scent', 'Not everyone may like the sweetness', 'May not appeal to those who prefer strong scents', 'May not be suitable for older agegroups', 'Mixed opinions on the strawberry note', 'May have a medicinal or synthetic smell to some', 'Lack of clarity on the notes in the fragrance', 'Not long-lasting', 'Some may find it too feminine']","['Orange', 'Saffron', 'Bergamot']","['Iris', 'Orange Blossom', 'Bulgarian Rose']","['Vanilla', 'Milk Mousse', 'Vetiver', 'Sandalwood', 'Patchouli', 'Tonka Bean']",very weak: 26; weak: 59; moderate: 261; long lasting: 186; eternal: 42,intimate: 79; moderate: 327; strong: 135; enormous: 68
Egeo Cherry Blast,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Egeo-Cherry-Blast-71735.html,women,sweet (100%); fruity (65.4677%); cherry (58.4624%); caramel (47.1935%); vanilla (45.2186%),"Egeo Cherry Blast by O Boticário is a Oriental Floral fragrance for women. This is a new fragrance. Egeo Cherry Blast was launched in 2022. Egeo Cherry Blast was created by Emilie Bevierre-Coppermann and Leslie Gauthier. Top notes are Cherry, Syrup, Raspberry, Blackberry, Pineapple, Cassis, Bergamot, Nashi Pear and Cupuacu, Cupuassu, Copoasu; middle notes are Tiramisu, Almond, Tuberose, Rose, Violet, Ylang-Ylang and Curry; base notes are Caramel, Vanilla, Sandalwood, Musk and Cedar.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Sweet and fruity scent', 'Good projection', 'Caramel-like undertones', 'Ideal for winter season', 'Good quality scent', 'Suitable for those who like sweet fragrances', 'Long-lasting fragrance', 'Gender-neutral fragrance', 'May not appeal to those who dislike sweet fragrances', 'May cause headaches in sensitive individuals', ""Projection can be too strong for some people's taste"", 'May not be suitable for formal occasions or office settings', 'May not last as long on some skin types', 'Can be overwhelming in extremely hot weather or early morning', 'Cherry note may take a while to develop on the skin', 'May not satisfy those looking for unique or complex fragrances']","['Cherry', 'Syrup', 'Raspberry', 'Blackberry', 'Pineapple', 'Cassis', 'Bergamot', 'Nashi Pear', 'Cupuacu, Cupuassu, Copoasu']","['Tiramisu', 'Almond', 'Tuberose', 'Rose', 'Violet', 'Ylang-Ylang', 'Curry']","['Caramel', 'Vanilla', 'Sandalwood', 'Musk', 'Cedar']",very weak: 6; weak: 34; moderate: 182; long lasting: 95; eternal: 48,intimate: 38; moderate: 190; strong: 95; enormous: 40
Malbec Black,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Malbec-Black-55804.html,men,warm spicy (100%); amber (93.7706%); woody (77.484%); aromatic (65.8257%); fresh spicy (62.5983%); vanilla (61.5226%); powdery (59.1395%); cinnamon (57.0193%); balsamic (49.4316%); citrus (46.2366%),"Malbec Black by O Boticário is a Oriental Woody fragrance for men. Malbec Black was launched in 2019. The nose behind this fragrance is Pascal Gaurin. Top notes are Cinnamon, Cardamom, Ginger, Juniper, Lemon and Bergamot; middle notes are Sage and Geranium; base notes are Vanilla, Sandalwood, Benzoin, Amber, Olibanum, Cashmeran and Patchouli.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Cinnamon', 'Cardamom', 'Ginger', 'Juniper', 'Lemon', 'Bergamot']","['Sage', 'Geranium']","['Vanilla', 'Sandalwood', 'Benzoin', 'Amber', 'Olibanum', 'Cashmeran', 'Patchouli']",,
Egeo Melancia,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Egeo-Melancia-96275.html,women and men,ozonic (100%); aquatic (92.9999%); white floral (65.9999%); fruity (57.9999%); sweet (48.6666%),"Egeo Melancia by O Boticário is a Aromatic Fruity fragrance for women and men. This is a new fragrance. Egeo Melancia was launched in 2024. Top notes are Watermelon, Cantaloupe and Peach; middle notes are White Flowers, Basil and Rose; base notes are Cedar and Praline.Egeo Melancia invites you to experience a surreal world where everything is more fun! 🍉In this new parallel universe, Watermelon is the protagonist. The delicious blend of watermelon with aquatic floral notes reveals a mix of sensations that take you to the surreal universe of fun.A fresh, cheerful and striking fruity perfume, through a deodorant cologne with a watermelon scent, inspired by the most requested fruit on Egeo Lovers' TikTok!Come with Egeo and have fun in this new dimension!Olfactory Family: Fruity WoodyRead about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Watermelon', 'Cantaloupe', 'Peach']","['White Flowers', 'Basil', 'Rose']","['Cedar', 'Praline']",,
The Blend Eau de Parfum,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/The-Blend-Eau-de-Parfum-56163.html,men,warm spicy (100%); fresh spicy (76.5178%); woody (65.3082%); amber (65.0403%); cinnamon (56.1012%); rum (51.4531%); powdery (46.1346%),"The Blend Eau de Parfum by O Boticário is a Woody Spicy fragrance for men. The Blend Eau de Parfum was launched in 2019. The Blend Eau de Parfum was created by Adilson Rato, Carmita Magalhaes, Frank Voelkl and Alberto Morillas. Top notes are Rum, Saffron, Lavender, Bergamot and Grapefruit; middle notes are Cinnamon, Nutmeg, Cloves, Black Pepper, Sandalwood, Iris, Labdanum, Tuberose and Vetiver; base notes are Amber, Benzoin, Guaiac Wood and Moss.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Rum', 'Saffron', 'Lavender', 'Bergamot', 'Grapefruit']","['Cinnamon', 'Nutmeg', 'Cloves', 'Black Pepper', 'Sandalwood', 'Iris', 'Labdanum', 'Tuberose', 'Vetiver']","['Amber', 'Benzoin', 'Guaiac Wood', 'Moss']",,
Egeo Red,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Egeo-Red-50083.html,women and men,sweet (100%); fruity (97.5212%); powdery (85.1812%); woody (77.8565%); vanilla (76.6165%); white floral (64.559%); soft spicy (60.3513%); musky (59.5627%); fresh (56.3696%); rum (55.2426%),"Egeo Red by O Boticário is a Floral Woody Musk fragrance for women and men. Egeo Red was launched in 2018. Top notes are Red Fruits, Pink Pepper, Rum, Mandarin Orange and Pear; middle notes are Marshmallow, Chocolate Flower, Jasmine Sambac, Gardenia and Iris; base notes are Vanilla, Sandalwood, Musk, Cedar, Benzoin and Patchouli.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Red Fruits', 'Pink Pepper', 'Rum', 'Mandarin Orange', 'Pear']","['Marshmallow', 'Chocolate Flower', 'Jasmine Sambac', 'Gardenia', 'Iris']","['Vanilla', 'Sandalwood', 'Musk', 'Cedar', 'Benzoin', 'Patchouli']",,
