Name	Designer	URL	Gender	Accords	Description	Pros and cons	Top Notes	Middle Notes	Base Notes	Longevity	Sillage
Dior Homme Sport 2021	Dior	https://www.fragrantica.com/perfume/Dior/Dior-Homme-Sport-2021-71326.html	men	citrus (100%); aromatic (70.504%); woody (62.0669%); fresh spicy (57.6869%); amber (55.5427%); aldehydic (52.8704%); fresh (49.9787%); soft spicy (44.3072%)	Dior Homme Sport 2021 by Dior is a Woody Spicy fragrance for men. This is a new fragrance. Dior Homme Sport 2021 was launched in 2022. The nose behind this fragrance is François Demachy. Top notes are Lemon, Bergamot and Aldehydes; middle notes are elemi and Pink Pepper; base notes are Woody Notes, Olibanum and Amber.The new Dior Homme Sport Eau de Toilette plays with themes of freshness and sensuality. The fragrance was announced as radiant, enriched with a new, lasting impression.Energetic and elegant, the new Dior Homme Sport combines the luminescence of citrus and spice notes with a sensual touch of woods and amber that pack "the punch of a boxer's uppercut". The composition is immediately recognizable in the opening, marked by its lemony freshness. For the new fragrance, Francois Demachy chose to wrap the freshness up in spices and round it off with woody notes and frankincense.Frankincense is added for the first time to the heart of Dior Homme Sport. "I reworked the signature freshness of Dior Homme Sport to pack the punch of a boxer's uppercut. [...] It's a decidedly new composition, revisited with a notion of carefree elegance." - François Demachy.The clear glass of the bottle is chiseled with sleek lines and topped with the line's signature cap, a black cube with the DIOR HOMME logo. Below, the letters SPORT stand out in a vibrant vinyl red.The fragrance is available as a 70 and 120 ml Eau de Toilette. 	['Versatile for casual, office, gym or dressed-up occasions', 'Citrusy and woody scent', 'Great sillage and projection', 'Bright and clean yet stays masculine', 'Longevity of about 10 hours', 'Price point is worth it', 'Unique fragrance due to the richness of the woody side', 'Has a smoky depth to it', 'May not be suitable for those who prefer sweeter compositions', 'Does not smell like the previous Dior Homme Sport iterations', 'Some find it too mature for a sport scent', 'Expensive compared to similar scents in the market', 'Not everyone likes the scent', 'Reminds some people of other fragrances like Quorum Silver or Issey Miyake LEau dIssey', 'Perfumer who created this scent is retiring', 'May not be as good as the previous Dior Homme Sport releases']	['Lemon', 'Bergamot', 'Aldehydes']	['elemi', 'Pink Pepper']	['Woody Notes', 'Olibanum', 'Amber']	very weak: 1%; weak: 4%; moderate: 34%; long lasting: 56%; eternal: 5%	very weak: 7%; intimate: 66%; strong: 25%; enormous: 2%
Dior Homme Cologne 2022	Dior	https://www.fragrantica.com/perfume/Dior/Dior-Homme-Cologne-2022-72062.html	men	citrus (100%); musky (59.1461%); fresh spicy (57.1702%); white floral (51.9237%); powdery (50.0071%); aromatic (46.3021%)	Dior Homme Cologne 2022 by Dior is a Citrus Aromatic fragrance for men. This is a new fragrance. Dior Homme Cologne 2022 was launched in 2022. The nose behind this fragrance is François Demachy. Top note is Calabrian bergamot; middle note is Grapefruit blossom; base note is White Musk.	['Very fresh and uplifting scent', 'Perfect for extreme heat and humidity', 'Clean and refreshing composition', 'Ideal for summer and high heat occasions', 'Musk adds a clean laundry note', 'Unisex fragrance', 'No discernable difference from previous releases', 'Longevity and projection are good', 'Limited sillage after initial projection', 'Not suitable for all seasons', 'Lack of performance compared to similar fragrances', 'May not be worth the high price tag', 'May not be suitable for those sensitive to certain aromachemicals', 'Some people may find it overly synthetic', 'Lacks quality compared to vintage versions', 'May remind some of concession stand or BO in humid conditions']	['Calabrian bergamot']	['Grapefruit blossom']	['White Musk']	very weak: 7%; weak: 24%; moderate: 59%; long lasting: 9%; eternal: 1%	very weak: 30%; intimate: 64%; strong: 5%; enormous: 1%
Miss Dior Eau de Parfum (2021)	Dior	https://www.fragrantica.com/perfume/Dior/Miss-Dior-Eau-de-Parfum-2021-68905.html	women	vanilla (100%); powdery (99.7455%); rose (79.6167%); floral (73.1159%); fruity (68.5079%); sweet (65.7249%); fresh (60.6203%); iris (59.5914%); musky (57.4357%); amber (56.7741%)	Miss Dior Eau de Parfum (2021) by Dior is a Oriental Floral fragrance for women. Miss Dior Eau de Parfum (2021) was launched in 2021. The nose behind this fragrance is François Demachy. Top notes are Iris, Peony and Lily-of-the-Valley; middle notes are Apricot, Rose and Peach; base notes are Vanilla, Musk, Tonka Bean, Benzoin and Sandalwood.Miss Dior perfume from the house of Dior has experienced many reincarnations. The new Miss Dior Eau de Parfum comes out in September 2021, announced as the rebirth of this fragrance full of love and hope.The new fragrance Miss Dior is based on the note of Centifolia rose, with its honey and peppery notes, which reigns over the extremely creamy velvety heart. It is embroidered with fresh lily of the valley, peony and powdery notes of iris. The base has woody, earthy and vanilla aromas. The new fragrance is like an olfactory "millefiori" that seems to carry countless flowers in endless colours.The creation is signed by Dior in-house perfumer François Demachy. He said that the rose in this version is a little more spicy, and that he added fruity aromas of apricot and peach to it.Actress Natalie Portman has been re-elected as the ambassador of this perfume line. Miss Dior Eau de Parfum is decorated with a new haute couture bow made of poignard fabric with a unique assortment of flowers. Under the bottle, the emblematic motif of Miss Dior is engraved in the glass.“All our senses are awakened by the sensuality of the new Miss Dior Eau de Parfum's floral bouquet. It celebrates the velvety and sensual Roses—heightened by a fresh Lily-of-the-Valley and biting Peony—enveloped by a powdery Iris.” - François Demachy, Parfumeur-Créateur DiorThe fragrance is available as 30, 50 and 100 ml Eau de Parfum.  	['Feminine and elegant', 'Creamy, sweet floral', 'Perfect symphony between flowers and sweetness', 'Warm and well-blended', 'Lasts a good 6 hours on skin', 'Good performance and projection', 'Full of notes loved by reviewer', 'Price tag considered high for some', 'Lacks original DNA of OG Miss Dior', 'Generic and nothing groundbreaking', 'Some find it too sweet or powdery', 'Not as good as previous versions according to some', 'Boring and not expressive', 'Poor performance according to some']	['Iris', 'Peony', 'Lily-of-the-Valley']	['Apricot', 'Rose', 'Peach']	['Vanilla', 'Musk', 'Tonka Bean', 'Benzoin', 'Sandalwood']	very weak: 4%; weak: 10%; moderate: 47%; long lasting: 31%; eternal: 8%	very weak: 17%; intimate: 59%; strong: 19%; enormous: 5%
Pure Poison	Dior	https://www.fragrantica.com/perfume/Dior/Pure-Poison-214.html	women	white floral (100%); citrus (65.6764%); woody (50.8209%)	Pure Poison by Dior is a Floral fragrance for women. Pure Poison was launched in 2004. Pure Poison was created by Carlos Benaïm, Dominique Ropion and Olivier Polge. Top notes are Jasmine, Orange, Bergamot and Sicilian Mandarin; middle notes are Gardenia and Orange Blossom; base notes are Sandalwood, White Amber, Cedar and White Musk.Pure Poison is the newest Dior’s poison; it enchants you, and fills you with bold strength. The name reflects the fragrance. Pure Poison was created by three perfumers, three ‘noses’, three souls, so this collective product delights with complex composition and incredible harmony.At the beginning you are allured by fresh notes of bergamot and jasmine, then white flowers come in, erotic and intoxicating, while sandalwood and amber in the base give it depth.Pure Poison was made in 2004. The creators are Carlos Benaim, Dominique Ropion and Olivier Polge.	['Classy and timeless scent', 'Can be worn year-round, amped up in summer heat', 'Perfect for business or formal occasions', 'Good longevity and not overpowering', 'Mesmerizing jasmine scent', 'Crowd-pleaser and great for special occasions', 'Unique and one of the favorite fragrances', 'Suitable for all ages and genders', 'Not suitable for all body chemistry and preferences', 'Cold and aloof vibe', "Harsh and cold to some people's noses", 'Lacks warmth and softness for some users', 'Initial scent can be deceiving', 'Synthetic and artificial smell', 'Chemically thick sandalwood scent', 'Does not work with white flowers']	['Jasmine', 'Orange', 'Bergamot', 'Sicilian Mandarin']	['Gardenia', 'Orange Blossom']	['Sandalwood', 'White Amber', 'Cedar', 'White Musk']	very weak: 3%; weak: 7%; moderate: 33%; long lasting: 41%; eternal: 16%	very weak: 10%; intimate: 40%; strong: 36%; enormous: 14%
Miss Dior Blooming Bouquet	Dior	https://www.fragrantica.com/perfume/Dior/Miss-Dior-Blooming-Bouquet-23280.html	women	floral (100%); rose (99.4828%); fresh (76.2635%); fruity (61.3895%); musky (56.4237%); citrus (53.8236%); powdery (53.6491%); sweet (45.2%)	Miss Dior Blooming Bouquet by Dior is a Floral fragrance for women. Miss Dior Blooming Bouquet was launched in 2014. The nose behind this fragrance is Louise Turner. Top note is Sicilian Mandarin; middle notes are Pink Peony, Damask Rose, Apricot and Peach; base note is White Musk.The new edition DIOR MISS DIOR BLOOMING BOUQUET has been presented in early January; it has an elegant composition to announce the first days of spring. Its notes provide a subtle and delicate union of floral notes that refresh us and give a precious fragrant trail. Perfumer of the house of Dior - Francois Demanchy describes it as extraordinary silky fragrance created of floral essence of peony refreshed with Sicilian mandarin essences, with a feminine dose provided by rose essence on a velvety base of white musk.Miss Dior Blooming Bouquet is a fragrance that will provide extraordinary elegance of softness – adds Demachy. Peony in the very heart of the composition is supported and shaped with peach and apricot zest accentuating its timeless beauty with velvety and juicy shades.Fragrance bottle Miss Dior Blooming Bouquet takes the same shape as its antecedents and is decorated with a silver ribbon. The perfume is available as 50 ml Eau de Toilette and 100ml Eau de Toilette. Nathalie Portman is cover face of Miss Dior collection and features this advertisement as well as other advertisements of all more recent Miss Dior fragrances.	['Great for those who love floral scents', 'Perfect for light, classy occasions', 'Beautiful combination of peony, rose, fruits, and musks', 'Feminine and elegant', 'Exquisite bottle design', 'Fresh and unique scent', 'Comparable in staying power to more expensive fragrances', 'Creamy and versatile', 'Not projecting or long lasting', 'Painfully shy projection and longevity', 'Zero staying power', 'Very light and almost no sillage', 'May not be as interesting or unique as other scents', 'Shampoo-like scent may be off-putting to some', 'Unoriginal and uninspired scent profile', 'May be too sweet or vanilla-scented for some']	['Sicilian Mandarin']	['Pink Peony', 'Damask Rose', 'Apricot', 'Peach']	['White Musk']	very weak: 16%; weak: 28%; moderate: 43%; long lasting: 10%; eternal: 3%	very weak: 41%; intimate: 42%; strong: 11%; enormous: 6%
Vanilla Diorama	Dior	https://www.fragrantica.com/perfume/Dior/Vanilla-Diorama-68198.html	women and men	warm spicy (100%); vanilla (84.4288%); woody (72.8841%); rum (63.245%); sweet (62.4483%); citrus (61.221%); cacao (60.5751%); powdery (56.5989%); soft spicy (49.2457%); aromatic (48.0508%)	Vanilla Diorama by Dior is a Oriental Vanilla fragrance for women and men. Vanilla Diorama was launched in 2021. The nose behind this fragrance is François Demachy. Top notes are Orange, Pink Pepper and Lemon; middle notes are Rum, Cacao and Cardamom; base notes are Bourbon Vanilla, Sandalwood and Patchouli.	['Warm and spicy fragrance', 'Attractive for both men and women', 'A great gourmand scent with a kick of citrus and rum', 'Blends notes perfectly', 'Exotic and unique vanilla scents with different notes', 'Good for special occasions', 'A favorite gourmand scent for vanilla lovers', 'Draws compliments from others', "Not sweet or gourmand enough for some people's tastes", 'The actual scent may not match the note listing', "The composition may not work with some people's skin chemistry", 'Too smoky, peppery, or woody instead of vanilla', 'Disappointing compared to other good vanilla fragrances on the market', 'Some people may find it too strong or overpowering', 'May give some people headaches or negative associations with certain smells', 'The sandalwood note may not work for everyone']	['Orange', 'Pink Pepper', 'Lemon']	['Rum', 'Cacao', 'Cardamom']	['Bourbon Vanilla', 'Sandalwood', 'Patchouli']	very weak: 2%; weak: 5%; moderate: 31%; long lasting: 51%; eternal: 11%	very weak: 8%; intimate: 56%; strong: 32%; enormous: 4%
Sauvage Parfum	Dior	https://www.fragrantica.com/perfume/Dior/Sauvage-Parfum-56324.html	men	citrus (100%); woody (80.7646%); amber (75.0295%); aromatic (73.6591%); vanilla (70.1006%); fresh spicy (67.2529%); warm spicy (61.2979%); powdery (60.2319%); balsamic (59.3206%); sweet (48.5081%)	Sauvage Parfum by Dior is a Oriental Fougere fragrance for men. Sauvage Parfum was launched in 2019. The nose behind this fragrance is François Demachy. Top notes are Bergamot, Mandarin Orange and elemi; middle note is Sandalwood; base notes are Olibanum, Tonka Bean and Vanilla.Dior Sauvage Parfum is a new, highly concentrated interpretation of the original, inspired by landscapes of moonlit prairies, dark skies and campfires. Dior perfumer François Demachy designed the composition to blend extreme freshness with warm, oriental tones. The result is a rich and intoxicating Oriental.Top notes: bergamot, spicy mandarinHeart: sandalwood from Sri LankaBase: tonka, frankincenseThe fragrance is available as a 60 and 100 ml Parfum.	['Classy and sophisticated', 'Dense and delicious smell', 'Great longevity', 'Complete modern masculine fragrance', 'Retains the basic Sauvage DNA', 'Amazing smell in the middle', 'Simplistic and straight forward scent', 'Radiates better than the latest version of the EDT', 'Not as loud as the EDT', 'Poor performance on some skin types', 'Headache-inducing for some', 'Expected more sandalwood and incense', "Still a rather generic men's cologne scent", 'Reminds some of a more neutered shower gel', 'Boring and uninspired flanker', 'Prominent generic soapy note']	['Bergamot', 'Mandarin Orange', 'elemi']	['Sandalwood']	['Olibanum', 'Tonka Bean', 'Vanilla']	very weak: 2%; weak: 3%; moderate: 25%; long lasting: 54%; eternal: 16%	very weak: 10%; intimate: 51%; strong: 29%; enormous: 10%
Poison	Dior	https://www.fragrantica.com/perfume/Dior/Poison-218.html	women	fruity (100%); sweet (96.5255%); amber (93.7106%); white floral (87.6539%); woody (84.847%); warm spicy (79.5975%); tuberose (70.4226%); balsamic (70.0714%); floral (65.6239%); honey (63.4053%)	Poison by Dior is a Oriental Floral fragrance for women. Poison was launched in 1985. Poison was created by Edouard Flechier and Maurice Roger. Top notes are Plum, Wild Berries, Coriander, Anise and Brazilian Rosewood; middle notes are Tuberose, Incense, White Honey, Cinnamon, Carnation, Opoponax, Jasmine, African Orange Flower and Rose; base notes are Vanille, Amber, Sandalwood, Heliotrope, Musk, Vetiver and Virginia Cedar.Forbidden fruit from the house of Dior, Poison is the revolutionary fragrance that became a legend since it has been launched in 1985. An unrivalled alchemy; spicy, fruity, woody fragrance of enigmatic profoundness that mesmerizes the senses…forever. Top notes include coriander, wildberries, orange honey, tuberose are at perfume’s heart, while base note features opopanar. This dark, mysterious and elegant perfume, which won a FiFi award in 1987, was created by Edouard Flechier. In 2006, the house of Dior released the Poison Amulets. These are limited edition 15 ml purse sprays available in Poison, Pure Poison, Tendre Poison and Hypnotic Poison; each comes with 2 refills and is packaged in a satin pouch with funnel. The bottles are very elegant while following the style and colors of the originals.	['Dark, seductive, and unusual aroma', 'Classic and timeless fragrance', 'Expertly blended notes', 'Excellent sillage and longevity', 'Great for special occasions', 'Nostalgic and comforting scent', 'Variety of concentrations available', 'Suitable for both men and women', "May be too strong for some people's taste", 'Reformulations may not match vintage versions', 'Can be overwhelming or headache-inducing', 'Associated with a particular era or style', 'Some people find it old-fashioned or dated', 'Not suitable for everyday wear', 'May not work with certain body chemistries', 'Expensive price point']	['Plum', 'Wild Berries', 'Coriander', 'Anise', 'Brazilian Rosewood']	['Tuberose', 'Incense', 'White Honey', 'Cinnamon', 'Carnation', 'Opoponax', 'Jasmine', 'African Orange Flower', 'Rose']	['Vanille', 'Amber', 'Sandalwood', 'Heliotrope', 'Musk', 'Vetiver', 'Virginia Cedar']	very weak: 2%; weak: 3%; moderate: 16%; long lasting: 34%; eternal: 45%	very weak: 5%; intimate: 19%; strong: 37%; enormous: 39%
Miss Dior Parfum (2024)	Dior	https://www.fragrantica.com/perfume/Dior/Miss-Dior-Parfum-2024-89584.html	women	woody (100%); fruity (95.0653%); amber (69.9485%); sweet (68.0957%); earthy (64.9052%); patchouli (61.8142%); warm spicy (52.7129%); floral (51.8001%); citrus (45.0936%); white floral (44.5515%)	Miss Dior Parfum (2024) by Dior is a Oriental Floral fragrance for women. This is a new fragrance. Miss Dior Parfum (2024) was launched in 2024. Miss Dior Parfum (2024) was created by Francis Kurkdjian and François Demachy. Top notes are Apricot, Peach and Mandarin Orange; middle notes are Wild Strawberry, Floral Notes and Jasmine; base notes are Patchouli, Amberwood, Amber, Moss and Atlas Cedar.		['Apricot', 'Peach', 'Mandarin Orange']	['Wild Strawberry', 'Floral Notes', 'Jasmine']	['Patchouli', 'Amberwood', 'Amber', 'Moss', 'Atlas Cedar']		
Tobacolor	Dior	https://www.fragrantica.com/perfume/Dior/Tobacolor-65551.html	women and men	sweet (100%); honey (80.5466%); tobacco (80.2759%); amber (76.3661%); fruity (75.9121%); smoky (62.5233%); warm spicy (54.1891%); white floral (49.7851%); floral (45.1642%)	Tobacolor by Dior is a Oriental fragrance for women and men. Tobacolor was launched in 2021. The nose behind this fragrance is François Demachy.Dior presents Tobacolor in February 2021, a novelty from the luxurious Maison Christian Dior line. The fragrance name Tobacolor has the ring of a surprising encounter, an invitation to discover the nuances of fresh tobacco tinged with joyful colors. Strong, generous and rich with aromas, the Tobacolor fragrance unfurls a beautifully sensual oriental trail. The bewitching scent evokes travel and freedom."I wanted to revisit the classic composition of a 'tobacco' scent by creating a surprising trail around the paradox of a cold hookah. I wrapped the tobacco's characteristic smokiness with sweet, fruity and warm, joyful notes. Tobacolor is as powerful as it is cheery. It is an enveloping, comfortably endearing fragrance,” explains François Demachy, perfumer of the house of Dior.From the blonde tobacco leaves, to the 'gris' tabacco, and dark tobacco blends… Tobacco, with its rich colors and pungent aromas, has inspired joyful new hues for Tobacolor by Maison Christian Dior. The fragrance opens up like a rainbow of colors and senses: the brown nuances of tobacco and shimmering shades of plum and peach blend with the golden tones of honeyed notes.Dior Tobacolor is available in 40ml, 125ml and 200ml Eau de Parfum. 	['Longevity and sillage are outstanding', 'Multifaceted tobacco notes', 'Elegant and smooth scent', 'Suitable for special occasions', 'Good reminder to not rely on reviews before trying a fragrance', 'Potent and masculine', 'Delectable oriental melange', 'Complimented frequently', 'Must be sampled before purchasing', 'Not suitable for those who dislike sweet or fruity notes', 'Not suitable for all seasons', 'Very strong and unpleasant for some noses', 'Intense and not for mass appeal', 'May smell synthetic or sickly sweet to some', 'Dirty ashy tobacco note may be off-putting', 'May not live up to expectations based on prerelease notes']	['Honey', 'Tobacco', 'Tobacco Leaf', 'Smoke', 'Plum', 'Amber', 'Oriental notes', 'White Tobacco', 'Peach', 'Citruses']	[]	[]	very weak: 1%; weak: 2%; moderate: 15%; long lasting: 54%; eternal: 28%	very weak: 2%; intimate: 25%; strong: 56%; enormous: 17%
Poison Girl	Dior	https://www.fragrantica.com/perfume/Dior/Poison-Girl-35561.html	women	vanilla (100%); sweet (72.5742%); almond (71.5682%); powdery (68.9783%); citrus (63.5898%); amber (62.2245%); nutty (52.6728%); woody (49.2496%); fruity (48.8938%); warm spicy (47.7642%)	Poison Girl by Dior is a Oriental Vanilla fragrance for women. Poison Girl was launched in 2016. The nose behind this fragrance is François Demachy. Top notes are Bitter Orange and Lemon; middle notes are Damask Rose, Grasse Rose and Orange Blossom; base notes are Vanilla, Almond, Tonka Bean, Tolu Balsam, Sandalwood, Cashmeran and Heliotrope.In January 2016, Dior introduces a new addition to the Poison collection by the name of Poison Girl, intended for younger lovers of the iconic brand, which comes in a pink bottle in the classic shape of Poison. The new fragrance is announced as a bitter - sweet floral, scandalously delicious, made for rebellious young women, pop - feminists who follow their dreams.The composition consists of precious raw ingredients. Sicilian bitter orange leads to the heart of roses, which consists of May rose from Grasse and Damascus rose. Venezuelan tonka bean, sandalwood from Sri Lanka, tolu balm, almond and vanilla end with a warm, oriental sweetness. The perfumer is Francois Demachy.The face of the perfume is French - American model and actress Camille Rowe. The fragrance is available as 30, 50 and 100 ml Eau de Parfum.	['Gourmand composition', 'Almond-vanilla accord', 'Lovely fragrance', 'Gorgeous scent', 'Interesting new interpretation', 'Personal choice', 'Volume', 'Prevents boredom', 'May not appeal to all tastes', 'Silly naming convention', 'Similar to other modern scents', 'Not worth the price tag', 'Disappointing compared to Dior classics', 'Not as good as previous Poison fragrances', 'Boring and unoriginal scent', 'Cheap shampoo smell']	['Bitter Orange', 'Lemon']	['Damask Rose', 'Grasse Rose', 'Orange Blossom']	['Vanilla', 'Almond', 'Tonka Bean', 'Tolu Balsam', 'Sandalwood', 'Cashmeran', 'Heliotrope']	very weak: 4%; weak: 7%; moderate: 30%; long lasting: 43%; eternal: 16%	very weak: 10%; intimate: 40%; strong: 36%; enormous: 14%
Gris Dior	Dior	https://www.fragrantica.com/perfume/Dior/Gris-Dior-48387.html	women and men	woody (100%); earthy (72.8754%); mossy (71.2986%); rose (69.6067%); patchouli (64.9154%); citrus (56.3595%); warm spicy (54.0409%); amber (48.4574%); powdery (46.9885%); floral (45.5388%)	Gris Dior by Dior is a Floral fragrance for women and men. Gris Dior was launched in 2017. The nose behind this fragrance is François Demachy.This fragrance is dedicated to famous Gris Dior color and to Brand's 70th anniversary. Gris Dior, previously known as Gris Montaigne, has the same olfactory composition. 	['High-quality and luxurious scent', 'Sophisticated and elegant fragrance', 'Unique blend of rose, moss, and patchouli', 'Suitable for both men and women', 'Classy and original fragrance', 'Evokes feelings of coziness and confidence', 'Good longevity (8 hours on skin)', 'Perfect for special occasions', 'May not be suitable for those who prefer sweet scents', 'Some find it too dry or earthy', 'May come off as screechy on some skin types', 'Some find it overhyped', 'Reformulated version is less potent and pedestrian', 'Current formulation is not worth the price', 'Not as complex as other fragrances', 'Reminds some of greasy hair with dry shampoo']	['Oakmoss', 'Rose', 'Patchouli', 'Bergamot', 'Amber', 'Cedar', 'Sandalwood']	[]	[]	very weak: 4%; weak: 8%; moderate: 47%; long lasting: 34%; eternal: 7%	very weak: 12%; intimate: 57%; strong: 24%; enormous: 7%
Fahrenheit Le Parfum	Dior	https://www.fragrantica.com/perfume/Dior/Fahrenheit-Le-Parfum-23099.html	men	vanilla (100%); ozonic (91.7716%); soft spicy (78.1973%); rum (75.6389%); aquatic (75.516%); leather (70.9832%); powdery (68.5645%); sweet (66.5868%); musky (59.2739%); citrus (51.9419%)	Fahrenheit Le Parfum by Dior is a Oriental Spicy fragrance for men. Fahrenheit Le Parfum was launched in 2014. The nose behind this fragrance is François Demachy. Top notes are Suede, Licorice and Sicilian Mandarin; middle notes are Violet Leaf, Rum, Coriander and Cumin; base note is Bourbon Vanilla.After summer versions and editions Aqua Fahrenheit and Fahrenheit Absolute, creators of the house offer a new, even more intense version this year – by introducing the latest addition, FAHRENHEIT LE PARFUM.The latest version FAHRENHEIT LE PARFUM has arrived on the market at the beginning of January 2014 and provides a characteristic harmony of contrasts. The fragrance was created by perfumer of the house of Dior, Francois Demachy who accentuates oriental-leathery side of the composition and states: "I did not want to create a caricature of Fahrenheit fragrance which already has an assertive composition. Instead, I followed the original structure by adding elements that enrich the story and highlight its atypical personality." For composition Fahrenheit Le Parfum very rare, natural ingredients were selected which would accentuate and follow in sensual way hot leather and oriental rhythm woven with shades. .The composition opens with the most intense note so far, suede, accompanied by Sicilian mandarin and sweet liquorice root. Heart of the composition provides a new blend of aromas by mixing violet leaf absolute and rum absolute spiced with coriander and caraway. Base of the perfume introduces Bourbon vanilla absolute that highlights beauty of the ingredients, ensures stability, warms and cuddles the skin.Fahrenheit Le Parfum arrives in characteristic flacon form whose glass is iridescent in shades from ink black, over crimson to bright, sunny yellow shade. One can find it as 75ml in perfume concentration.	['Boozy vanilla and warming leather with hints of green', 'Beautifully blended boozy vanilla with original Fahrenheit DNA in the background', 'Smooth dry down', 'Comforting, masculine and sexy', 'Unique and amazing designer fragrance', 'Impressive longevity and sillage', 'Elegant and versatile', 'Exquisite and addictive scent', 'Not everyone may like the sweet and boozy touch of bourbon vanilla', 'May not be suitable for office wear', 'May not remind one of the original Fahrenheit', 'Leather note may not be well-defined', 'Powdery note may not appeal to some individuals', 'Lacks the same legendary aroma as classic Fahrenheit', 'Blurred notes at designer quality level', 'Linear scent without much evolution']	['Suede', 'Licorice', 'Sicilian Mandarin']	['Violet Leaf', 'Rum', 'Coriander', 'Cumin']	['Bourbon Vanilla']	very weak: 2%; weak: 3%; moderate: 15%; long lasting: 58%; eternal: 22%	very weak: 5%; intimate: 28%; strong: 52%; enormous: 15%
Dior Homme Parfum 2025	Dior	https://www.fragrantica.com/perfume/Dior/Dior-Homme-Parfum-2025-101016.html	men	amber (100%); woody (85.4782%); earthy (79.9178%); patchouli (78.4063%); iris (64.5503%); powdery (61.23%); warm spicy (54.2032%); aromatic (49.5243%); violet (47.2752%); balsamic (44.5218%)	Dior Homme Parfum 2025 by Dior is a Oriental fragrance for men. This is a new fragrance. Dior Homme Parfum 2025 was launched in 2025. The nose behind this fragrance is Francis Kurkdjian. Top note is Iris; middle note is Amber; base notes are Patchouli and Vetiver.Dior Homme Parfum 2025 is a new men's fragrance set to launch in 2025, crafted by Master Perfumer Francis Kurkdjian. This fragrance celebrates the iris flower, balancing power and delicacy with a blend centered around iris and highlighted by ambery woods. It is part of the Dior Homme fragrance collection, known for its seductive allure.Francis Kurkdjian, Dior Perfume Director, reimagines Dior Homme through an architectural lens, blending structure and sensuality. With an overdose of noble iris, his new fragrance unites strength and tenderness, elegance and power.		['Iris']	['Amber']	['Patchouli', 'Vetiver']		
Dior Addict	Dior	https://www.fragrantica.com/perfume/Dior/Dior-Addict-215.html	women	vanilla (100%); white floral (81.7046%); sweet (64.5857%); fruity (48.1568%); amber (46.5738%); aromatic (45.949%); citrus (45.7458%); powdery (44.0969%)	Dior Addict by Dior is a Oriental Floral fragrance for women. Dior Addict was launched in 2002. Dior Addict was created by Thierry Wasser and Christian Dussoulier. Top notes are Blackberry, Mandarin Leaf and Silk Tree blossom; middle notes are Jasmine, Orange Blossom, Night blooming Cereus and Rose; base notes are Vanilla, Tonka Bean and Mysore Sandalwood.Oriental fragrance with floral notes. Rich, sensual, encourages you to bold and straightforward actions, it makes you feel free and energetic. Dance! The top notes are mandarin leaves and mulberry flowers; Night Queen Flower, Bulgarian rose and orange flower are in the heart; the base is created with Bourbon vanilla, sandal wood and Tonka bean. The perfume was created by Thierry Wasser in 2002.	['Top quality perfume', 'Lasts a long time', 'Exotic and unique fragrance', 'Mysterious, complex, and hypnotic', 'Warm, spicy, and not overly sweet', 'Potent aphrodisiac for some', 'A signature perfume for many', 'Dominant notes of sandalwood and Queen of the Night flowers', 'No longer produced in its original form', 'Pricey', 'Not as readily available as before', 'Too strong for some occasions or settings', 'Not everyone likes the scent', 'May cause headaches or discomfort for some', 'Not as long-lasting in newer versions', 'May smell masculine on some individuals']	['Blackberry', 'Mandarin Leaf', 'Silk Tree blossom']	['Jasmine', 'Orange Blossom', 'Night blooming Cereus', 'Rose']	['Vanilla', 'Tonka Bean', 'Mysore Sandalwood']	very weak: 3%; weak: 4%; moderate: 15%; long lasting: 34%; eternal: 44%	very weak: 5%; intimate: 20%; strong: 41%; enormous: 34%
J'adore Parfum d'Eau	Dior	https://www.fragrantica.com/perfume/Dior/J-adore-Parfum-d-Eau-75642.html	women	white floral (100%); floral (73.1261%); green (65.1837%); citrus (51.2312%); fruity (45.3513%)	J'adore Parfum d'Eau by Dior is a Floral fragrance for women. This is a new fragrance. J'adore Parfum d'Eau was launched in 2022. The nose behind this fragrance is François Demachy.Dior launches J'adore Parfum d'Eau, a new fragrance from the J'Adore Dior collection. With this new edition, Dior reinvents J'adore in a formula without alcohol. This is a "true ode to the white flowers of J'adore, in a fresh and spontaneous interpretation."J'adore Parfum d'Eau brings a fresh floral scent; it represents an abundance of flowers, sensual and spontaneous. Dior says that the fragrance of immediate floral freshness replaces the traditional top-heart-base composition. Neroli from Vallauris gives its freshness to the composition, while the sunny notes of Arabian jasmine mingle with the velvety notes of Chinese magnolia. There are also carnal rose and fresh honeysuckle. The signature J'adore amphora-shaped bottle is reinvented with an opalescent white glass that symbolizes the velvety caress of flower petals. Available in bottles of 50 and 100 ml Eau de Parfum. 	['Clean fragrance', 'Silky and smooth texture', 'Great for spring and summer', 'Seductive and feminine', 'Great for skin and hair', 'Hydrating feeling', 'Sweet and floral scent', 'Good performance', 'Expensive', 'Discreet and non-complex', 'Linear scent development', 'Feels like a body mist', "Not similar to J'adore original", 'Smells like hair conditioner or cheap lotion', 'Sticky feeling on skin', 'Boring fragrance']	['Jasmine Sambac', 'Green Notes', 'Magnolia', 'Honeysuckle', 'Neroli', 'Rose']	[]	[]	very weak: 12%; weak: 21%; moderate: 50%; long lasting: 15%; eternal: 2%	very weak: 38%; intimate: 52%; strong: 8%; enormous: 2%
